시도명,시군구명,도로명,소재지지번주소,횡단보도관리번호,위도,경도,신고수,학교수,어린이시설수,노인시설수,아파트세대수,cctv수,버스정류장수,횡단보도폭,횡단보도연장,차로수,predict
충청남도,천안시,성정두정로,충청남도천안시서북구성정동1549,849002,36.829773,127.1415594,137,6,8,0,1671,3.0,0,18.0,8.1,6,0
충청남도,천안시,성정공원1길,충청남도천안시서북구성정동1536,848026,36.825909,127.139225,24,2,6,0,0,0.0,2,17.5,6.2,3,0
충청남도,천안시,쌍용대로,충청남도천안시서북구성정동432-13,848025,36.825769,127.137364,160,3,7,0,2275,0.0,2,18.2,5.9,6,0
충청남도,천안시,동서대로,충청남도천안시서북구성정동1544,848024,36.82624293,127.137192,140,3,7,0,481,1.0,2,3.1,4.0,1,7
충청남도,천안시,동서대로,충청남도천안시서북구성정동1544,848023,36.825919,127.137239,169,3,7,0,481,0.0,1,18.1,6.0,5,0
충청남도,천안시,동서대로,충청남도천안시서북구성정동1554,848022,36.825877,127.137524,191,3,7,0,481,0.0,0,20.7,5.9,6,0
충청남도,천안시,동서대로,충청남도천안시서북구성정동1554,848020,36.826031,127.137565,174,3,7,0,481,1.0,1,5.8,4.0,1,7
충청남도,천안시,쌍용대로,충청남도천안시서북구성정동1554,848019,36.826025,127.137398,191,3,7,0,2275,0.0,2,15.4,6.0,5,7
충청남도,천안시,쌍용대로,충청남도천안시서북구성정동1545,848018,36.826079,127.137251,186,3,7,0,2275,0.0,2,4.0,3.9,1,7
충청남도,천안시,동서대로,충청남도천안시서북구성정동1544,848017,36.826064,127.137184,155,3,7,0,481,0.0,2,8.5,4.0,1,7
충청남도,천안시,성정중4길,충청남도천안시서북구성정동1540,848016,36.826951,127.137238,24,4,8,0,0,1.0,1,7.0,4.1,2,6
충청남도,천안시,동서대로,충청남도천안시서북구성정동1545,848015,36.827123,127.137325,22,4,8,0,481,2.0,1,3.1,3.9,1,6
충청남도,천안시,성정공원1길,충청남도천안시서북구성정동1484,848014,36.826823,127.139383,37,3,7,0,0,2.0,2,6.6,2.9,2,6
충청남도,천안시,성정공원1길,충청남도천안시서북구성정동1536,848013,36.82685203,127.139388,37,3,7,0,0,2.0,1,6.3,6.1,2,6
충청남도,천안시,성정공원5로,충청남도천안시서북구성정동1549,848012,36.827978,127.139624,97,5,9,0,0,1.0,1,14.4,8.2,5,0
충청남도,천안시,성정공원1길,충청남도천안시서북구성정동1549,848011,36.828109,127.139424,93,5,9,0,0,1.0,0,8.5,5.0,2,6
충청남도,천안시,성정공원5로,충청남도천안시서북구성정동1549,848010,36.828103,127.137979,93,5,10,0,0,1.0,1,14.4,7.2,4,0
충청남도,천안시,쌍용대로,충청남도천안시서북구성정동1546,848009,36.827986,127.137645,46,5,9,0,2275,1.0,1,23.0,7.1,6,0
충청남도,천안시,성정공원5로,충청남도천안시서북구성정동1546,848008,36.828256,127.137788,74,5,10,0,0,1.0,1,4.4,6.1,1,6
충청남도,천안시,동서대로,충청남도천안시서북구성정동1545,848007,36.82656124,127.137452,57,4,7,0,481,1.0,1,3.1,4.0,1,6
충청남도,천안시,성정공원6길,충청남도천안시서북구성정동1548,848006,36.828806,127.137967,53,6,11,0,858,0.0,1,7.0,6.2,2,5
충청남도,천안시,성정공원6길,충청남도천안시서북구성정동1546,848005,36.828703,127.137827,76,6,11,0,858,1.0,1,3.2,3.9,1,6
충청남도,천안시,동서대로,충청남도천안시서북구성정동1545,848004,36.828702,127.137485,21,6,11,0,481,0.0,1,2.2,3.9,1,5
충청남도,천안시,성정중7길,충청남도천안시서북구성정동1540,848003,36.828537,127.137394,26,6,11,0,0,1.0,1,4.1,7.1,2,6
충청남도,천안시,성정중7길,충청남도천안시서북구성정동1540,848002,36.828561,127.136896,22,6,10,0,0,0.0,0,4.1,6.8,2,5
충청남도,천안시,성정중7길,충청남도천안시서북구성정동1540,848001,36.828623,127.135446,42,6,8,0,0,0.0,0,6.3,4.1,2,5
충청남도,천안시,서부대로,충청남도천안시서북구성정동542-12,847017,36.82522863,127.132648,8,5,13,0,3014,0.0,0,8.19,22.52,6,4
충청남도,천안시,동서대로,충청남도천안시서북구성정동539-10,847016,36.826276,127.132782,137,5,10,0,481,0.0,1,3.97,4.04,1,7
충청남도,천안시,서부대로,충청남도천안시서북구성정동539-9,847015,36.826287,127.132983,154,5,10,0,3014,0.0,1,8.01,19.07,6,7
충청남도,천안시,동서대로,충청남도천안시서북구성정동1544,847014,36.826532,127.133337,143,6,10,0,481,0.0,1,7.89,24.31,8,7
충청남도,천안시,동서대로,충청남도천안시서북구두정동1778,847013,36.826489,127.1325554,123,6,9,0,481,0.0,0,8.08,21.89,7,7
충청남도,천안시,서부대로,충청남도천안시서북구두정동1781,847012,36.826805,127.133047,155,7,9,0,3014,0.0,1,8.01,18.78,6,7
충청남도,천안시,성정중7길,충청남도천안시서북구성정동1540,847011,36.828688,127.133978,44,9,8,0,0,1.0,2,4.15,6.16,2,6
충청남도,천안시,서부대로,충청남도천안시서북구두정동1781,847010,36.828661,127.133143,48,9,9,0,3014,1.0,2,6.16,20.34,6,4
충청남도,천안시,성정중7길,충청남도천안시서북구성정동1540,847009,36.828722,127.133323,52,9,9,0,0,1.0,2,4.28,7.26,2,6
충청남도,천안시,서부대로,충청남도천안시서북구성정동1538,847008,36.828895,127.133174,38,10,9,0,3014,1.0,2,6.03,15.37,5,6
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847007,36.828796,127.132838,39,9,9,0,1452,1.0,2,6.01,7.2,2,6
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847006,36.82911083,127.132132,95,10,9,0,1452,0.0,2,6.06,8.23,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847005,36.82911083,127.131861,95,9,9,0,1452,0.0,1,5.97,8.1,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847004,36.828772,127.130902,10,8,9,0,1452,0.0,0,4.09,5.41,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847003,36.828858,127.130994,13,8,9,0,1452,0.0,0,4.09,7.33,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847002,36.828832,127.130823,7,7,9,0,1452,0.0,0,4.02,7.26,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,847001,36.82911083,127.130915,11,7,9,0,1452,0.0,0,3.99,5.64,2,5
충청남도,천안시,동서대로,충청남도천안시서북구두정동1778,846021,36.825427,127.129454,18,7,11,0,481,0.0,0,8.0,22.37,6,4
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846020,36.826544,127.129286,9,7,10,0,1452,0.0,0,2.93,5.88,2,5
충청남도,천안시,늘푸른1길,충청남도천안시서북구두정동1776,846019,36.826597,127.129355,11,7,10,0,2015,0.0,0,4.03,5.95,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846016,36.827141,127.129303,24,6,10,0,1452,0.0,0,3.51,5.89,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846015,36.827402,127.129372,20,7,10,0,1452,0.0,0,2.93,6.69,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1779,846014,36.827456,127.129475,19,6,9,0,1452,0.0,0,3.87,5.84,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846013,36.827462,127.129312,19,7,10,0,1452,0.0,0,4.0,6.57,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846012,36.827509,127.129377,17,6,9,0,1452,0.0,0,4.07,6.92,2,5
충청남도,천안시,늘푸른1길,충청남도천안시서북구두정동1776,846010,36.827957,127.129328,5,6,9,0,2015,0.0,0,3.27,12.17,2,5
충청남도,천안시,늘푸른1길,충청남도천안시서북구두정동1776,846009,36.828286,127.129471,5,6,9,0,2015,0.0,0,2.58,9.43,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846008,36.828787,127.129418,4,7,9,0,1452,0.0,0,4.17,7.63,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846007,36.828867,127.129576,3,7,9,0,1452,0.0,0,4.09,6.31,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846006,36.828876,127.129281,5,7,9,0,1452,0.0,0,4.07,5.86,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846005,36.82911083,127.129419,6,7,9,0,1452,0.0,0,3.56,9.46,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846004,36.82911083,127.1278528,12,7,10,0,1452,0.0,2,2.87,10.37,1,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846003,36.828911,127.128077,7,7,10,0,1452,0.0,2,4.08,6.38,2,5
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,846002,36.828939,127.127517,12,7,10,0,1452,0.0,2,6.04,10.84,2,5
충청남도,천안시,노태산로,충청남도천안시서북구두정동1765,846001,36.829086,127.127337,10,7,10,0,848,0.0,2,6.14,12.59,4,5
충청남도,천안시,한들1로,충청남도천안시서북구백석동920,844002,36.825308,127.1136196,11,4,7,0,798,0.0,2,5.93,12.96,5,4
충청남도,천안시,한들1로,충청남도천안시서북구백석동938,844001,36.827738,127.116617,8,4,5,0,798,0.0,1,3.96,8.53,3,5
충청남도,천안시,한들1로,충청남도천안시서북구백석동920,843011,36.825501,127.114079,5,5,5,0,798,0.0,1,3.04,10.25,3,5
충청남도,천안시,한들1로,충청남도천안시서북구백석동920,843010,36.825532,127.114224,4,5,5,0,798,0.0,1,5.99,7.92,3,5
충청남도,천안시,번영로,충청남도천안시서북구백석동920,843009,36.825609,127.114113,4,5,5,0,3901,0.0,1,2.39,8.49,2,5
충청남도,천안시,번영로,충청남도천안시서북구백석동920,843008,36.825706,127.113643,9,4,5,0,3901,0.0,1,1.98,4.94,1,5
충청남도,천안시,한들1로,충청남도천안시서북구백석동920,843007,36.825661,127.113319,8,2,5,0,798,0.0,2,2.96,8.46,2,1
충청남도,천안시,한들1로,충청남도천안시서북구백석동920,843006,36.825767,127.113387,8,2,4,0,798,0.0,2,2.92,8.47,2,1
충청남도,천안시,한들1로,충청남도천안시서북구백석동658-75,843005,36.825749,127.113188,8,3,6,0,798,0.0,2,5.85,9.23,2,5
충청남도,천안시,번영로,충청남도천안시서북구백석동938,843003,36.828137,127.114072,8,3,4,0,3901,0.0,0,6.01,8.55,2,1
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,843001,36.8261649,127.111663,0,2,4,0,0,0.0,1,4.97,4.63,2,1
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,842006,36.825336,127.109772,1,3,4,0,0,0.0,3,4.96,11.89,3,5
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,842005,36.826885,127.109287,2,2,4,0,0,0.0,1,4.38,4.71,2,1
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,842004,36.826917,127.109012,1,2,4,0,0,0.0,1,4.98,12.11,2,1
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,842003,36.828451,127.107922,0,1,2,0,0,0.0,2,5.26,4.65,2,1
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,842002,36.828582,127.107537,0,1,2,0,0,0.0,2,5.87,12.27,2,1
충청남도,천안시,백석공단3길,충청남도천안시서북구백석동555-58,842001,36.829776,127.1111114,0,1,2,0,0,0.0,0,3.96,11.74,2,1
충청남도,천안시,봉정로,충청남도천안시서북구두정동2034,840018,36.834546,127.145706,17,6,3,0,4744,0.0,2,9.3,4.0,3,5
충청남도,천안시,봉정로,충청남도천안시서북구두정동525-2,840017,36.834628,127.145562,15,7,3,0,4744,0.0,2,18.4,6.0,6,0
충청남도,천안시,봉정로,충청남도천안시서북구두정동525-1,840016,36.83356031,127.1452777,105,6,3,0,4744,0.0,2,11.1,3.2,2,0
충청남도,천안시,봉정로,충청남도천안시서북구두정동525-2,840015,36.834444,127.145533,18,7,3,0,4744,0.0,2,22.6,6.1,7,0
충청남도,천안시,두정역동1길,충청남도천안시서북구두정동86,840014,36.83266433,127.149478,46,6,3,0,0,0.0,2,5.0,3.9,2,5
충청남도,천안시,두정역서3길,충청남도천안시서북구두정동77-33,840013,36.832953,127.148621,52,6,3,0,0,0.0,2,5.9,3.9,2,5
충청남도,천안시,두정로,충청남도천안시서북구두정동390,840012,36.832643,127.148597,56,6,3,0,2171,0.0,2,4.0,2.1,1,5
충청남도,천안시,두정역서3길,충청남도천안시서북구두정동75-1,840011,36.832856,127.148427,44,6,3,0,0,0.0,2,4.1,3.2,1,5
충청남도,천안시,두정역서3길,충청남도천안시서북구두정동78,840010,36.832974,127.148425,37,6,3,0,0,0.0,2,4.1,3.1,1,5
충청남도,천안시,두정역서3길/두정로,충청남도천안시서북구두정동75-1,840009,36.832926,127.147891,34,5,3,0,0,0.0,2,6.7,2.3,1,5
충청남도,천안시,두정역서3길,충청남도천안시서북구두정동74-16,840008,36.833012,127.147613,26,5,3,0,0,0.0,2,4.0,6.0,1,5
충청남도,천안시,두정로,충청남도천안시서북구두정동74-8,840007,36.832884,127.147575,28,5,3,0,2171,0.0,2,17.1,7.9,6,0
충청남도,천안시,두정역서3길,충청남도천안시서북구두정동68-19,840006,36.832263,127.147245,18,5,3,0,0,0.0,2,5.8,3.2,2,5
충청남도,천안시,봉정로,충청남도천안시서북구두정동61,840005,36.833031,127.145522,148,6,3,0,4744,1.0,2,18.3,8.3,6,0
충청남도,천안시,두정로,충청남도천안시서북구두정동163-35,840004,36.833242,127.145811,154,6,3,0,2171,0.0,3,18.2,8.1,6,0
충청남도,천안시,봉정로,충청남도천안시서북구두정동525-2,840003,36.833473,127.145509,119,6,3,0,4744,0.0,2,15.3,6.0,5,0
충청남도,천안시,두정로,충청남도천안시서북구두정동1810,840002,36.833297,127.145278,126,6,3,0,2171,1.0,2,19.2,8.0,6,0
충청남도,천안시,두정상가8길,충청남도천안시서북구두정동1812,840001,36.832062,127.145149,10,6,3,0,180,1.0,0,6.3,6.2,2,6
충청남도,천안시,두정상가5길,충청남도천안시서북구두정동1821,839038,36.830017,127.143311,26,7,7,0,0,1.0,0,5.9,4.1,2,6
충청남도,천안시,두정상가7길,충청남도천안시서북구두정동1812,839037,36.830905,127.144993,47,7,3,0,0,0.0,0,5.9,4.1,2,5
충청남도,천안시,두정상가6길,충청남도천안시서북구두정동1822,839036,36.830842,127.144274,10,7,3,0,0,0.0,0,2.3,4.0,1,5
충청남도,천안시,두정상가6길,충청남도천안시서북구두정동1824,839035,36.831079,127.144301,6,7,3,0,0,0.0,0,2.2,4.0,1,5
충청남도,천안시,두정상가5길,충청남도천안시서북구두정동1812,839034,36.830953,127.143412,21,6,5,0,0,1.0,0,7.8,5.1,2,6
충청남도,천안시,두정상가5길,충청남도천안시서북구두정동1812,839033,36.831097,127.143427,19,6,5,0,0,1.0,0,7.6,4.9,2,6
충청남도,천안시,두정상가7길,충청남도천안시서북구두정동1812,839032,36.831037,127.143227,16,6,5,0,0,1.0,0,6.3,6.2,2,6
충청남도,천안시,두정상가4길,충청남도천안시서북구두정동1826,839031,36.83170894,127.142525,64,7,5,0,0,2.0,2,2.3,4.0,2,6
충청남도,천안시,오성로,충청남도천안시서북구두정동1819,839030,36.830024,127.141737,94,6,7,0,764,3.0,0,18.0,8.2,6,0
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1812,839029,36.830301,127.141432,80,7,7,0,1671,3.0,0,18.1,8.2,6,0
충청남도,천안시,오성로,충청남도천안시서북구성정동1547,839028,36.830048,127.141103,110,6,8,0,764,2.0,0,18.0,8.1,6,0
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1812,839027,36.830973,127.141523,51,7,8,0,1671,2.0,2,15.3,8.1,5,0
충청남도,천안시,두정상가7길,충청남도천안시서북구두정동1812,839026,36.831141,127.141823,52,7,7,0,0,1.0,2,6.3,6.2,2,6
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1812,839025,36.831355,127.141565,48,7,9,0,1671,2.0,2,15.3,8.2,5,0
충청남도,천안시,두정상가7길,충청남도천안시서북구두정동1812,839024,36.831182,127.141273,37,7,9,0,0,2.0,2,6.3,6.1,2,6
충청남도,천안시,두정상가3길,충청남도천안시서북구두정동1818,839023,36.831114,127.140596,19,8,8,0,200,2.0,2,2.3,4.0,1,6
충청남도,천안시,두정상가3길,충청남도천안시서북구두정동1813,839022,36.831348,127.140622,25,8,8,0,200,1.0,2,2.3,4.0,1,6
충청남도,천안시,두정상가8길,충청남도천안시서북구두정동1812,839021,36.832427,127.140046,20,8,9,0,180,1.0,1,6.3,6.2,2,6
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1812,839020,36.832123,127.141656,60,6,7,0,1671,1.0,2,15.2,8.1,5,0
충청남도,천안시,두정상가8길,충청남도천안시서북구두정동1812,839019,36.832331,127.141398,37,6,8,0,180,1.0,3,6.6,6.2,2,6
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1812,839018,36.832492,127.141702,30,6,8,0,1671,1.0,3,14.4,8.2,5,0
충청남도,천안시,두정상가8길,충청남도천안시서북구두정동1812,839017,36.832291,127.1394478,39,8,11,0,180,1.0,0,6.3,6.2,3,6
충청남도,천안시,두정상가4길,충청남도천안시서북구두정동1826,839016,36.832129,127.142629,32,6,6,0,0,1.0,2,2.2,4.0,2,6
충청남도,천안시,두정상가4길,충청남도천안시서북구두정동1827,839015,36.832357,127.142655,28,6,6,0,0,1.0,2,2.2,3.9,1,6
충청남도,천안시,두정상가5길,충청남도천안시서북구두정동1825,839014,36.83155912,127.1434485,10,6,4,0,0,2.0,0,6.7,4.9,2,6
충청남도,천안시,두정상가8길,충청남도천안시서북구두정동1812,839013,36.832164,127.143742,15,6,3,0,180,1.0,1,6.3,6.3,2,6
충청남도,천안시,두정상가6길,충청남도천안시서북구두정동1827,839011,36.832226,127.144429,4,5,3,0,0,1.0,2,3.0,4.0,1,6
충청남도,천안시,두정중5길,충청남도천안시서북구두정동525-2,839010,36.834833,127.143679,4,8,5,0,1270,1.0,0,8.7,4.5,3,6
충청남도,천안시,두정중4길,충청남도천안시서북구두정동1829,839009,36.833558,127.143663,21,7,5,0,0,1.0,2,5.8,4.2,2,6
충청남도,천안시,두정로,충청남도천안시서북구두정동1810,839008,36.833418,127.143476,33,7,5,0,2171,1.0,2,15.3,8.1,5,0
충청남도,천안시,두정로,충청남도천안시서북구두정동1810,839007,36.833515,127.1402135,27,10,9,0,2171,0.0,2,18.1,8.0,6,0
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1812,839006,36.833236,127.141797,104,7,7,0,1671,1.0,2,18.1,8.3,6,0
충청남도,천안시,두정로,충청남도천안시서북구두정동1810,839005,36.833527,127.141513,93,8,8,0,2171,1.0,2,18.1,7.6,6,0
충청남도,천안시,성정두정로,충청남도천안시서북구두정동1828,839004,36.83622167,127.1418949,5,8,5,0,1671,0.0,0,15.4,8.0,5,0
충청남도,천안시,두정중4길,충청남도천안시서북구두정동1829,839003,36.834032,127.141934,26,8,7,0,0,1.0,2,10.1,2.9,2,6
충청남도,천안시,두정중7길,충청남도천안시서북구두정동1804,839002,36.834048,127.141692,18,8,7,0,0,1.0,2,7.6,4.1,2,6
충청남도,천안시,두정중2길,충청남도천안시서북구두정동1810,839001,36.833738,127.140046,28,10,9,0,466,0.0,2,8.3,3.9,2,5
충청남도,천안시,오성로,충청남도천안시서북구두정동1819,838043,36.8301203,127.139731,18,8,8,0,764,2.0,0,8.21,15.25,4,6
충청남도,천안시,두정상가2길,충청남도천안시서북구두정동1817,838042,36.830289,127.139611,18,9,8,0,199,2.0,0,3.93,7.66,2,6
충청남도,천안시,성정공원6길,충청남도천안시서북구성정동1547,838041,36.830133,127.138745,38,8,10,0,858,1.0,2,3.15,8.53,2,6
충청남도,천안시,"성정공원6길,쌍용대로",충청남도천안시서북구성정동1546,838040,36.830136,127.138008,329,8,10,0,0,0.0,3,3.23,7.18,1,7
충청남도,천안시,동서대로,충청남도천안시서북구성정동1545,838039,36.830142,127.1371435,39,9,10,0,481,0.0,3,8.36,27.4,4,4
충청남도,천안시,오성로,충청남도천안시서북구두정동1819,838038,36.830291,127.138241,307,8,10,0,764,0.0,3,8.17,18.04,5,7
충청남도,천안시,오성로,충청남도천안시서북구성정동1537,838037,36.830298,127.137459,326,9,10,0,764,0.0,3,8.17,15.33,4,7
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838036,36.830502,127.137878,313,8,10,0,0,0.0,3,7.96,27.9,4,7
충청남도,천안시,오성로,충청남도천안시서북구두정동1800,838035,36.830519,127.137636,319,9,10,0,764,0.0,3,7.98,3.18,1,7
충청남도,천안시,두정상가2길,충청남도천안시서북구두정동1812,838034,36.831225,127.1394478,47,9,9,0,199,2.0,1,5.54,10.12,2,6
충청남도,천안시,두정상가7길,충청남도천안시서북구두정동1812,838033,36.831282,127.139924,55,9,9,0,0,1.0,1,6.18,6.23,2,6
충청남도,천안시,두정상가2길,충청남도천안시서북구두정동1812,838032,36.831369,127.139727,47,9,9,0,199,2.0,0,5.27,10.34,2,6
충청남도,천안시,두정상가1길,충청남도천안시서북구두정동1815,838030,36.83152745,127.138894,9,9,10,0,216,1.0,1,7.09,2.76,1,6
충청남도,천안시,두정상가7길,충청남도천안시서북구두정동1812,838029,36.831401,127.1394478,38,9,9,0,0,1.0,0,6.17,6.18,2,6
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838028,36.831276,127.138093,24,10,10,0,0,0.0,1,6.01,3.58,1,5
충청남도,천안시,오성로,충청남도천안시서북구두정동1800,838027,36.831309,127.137751,70,9,10,0,764,0.0,2,4.05,2.21,1,5
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838026,36.831551,127.138103,23,10,10,0,0,0.0,1,6.18,6.73,1,5
충청남도,천안시,원두정6길,충청남도천안시서북구두정동1800,838025,36.831624,127.137782,66,10,11,0,0,0.0,1,3.79,3.22,1,5
충청남도,천안시,성정중2길,충청남도천안시서북구성정동1540,838024,36.830256,127.135431,110,9,10,0,0,0.0,2,4.1,7.63,2,5
충청남도,천안시,오성로,충청남도천안시서북구두정동1799,838023,36.830354,127.135342,114,9,10,0,764,0.0,2,6.23,13.35,4,7
충청남도,천안시,성정중2길,충청남도천안시서북구두정동1794,838022,36.830449,127.135451,117,9,10,0,0,0.0,2,3.62,6.76,2,7
충청남도,천안시,두정상가2길,충청남도천안시서북구두정동1812,838021,36.832361,127.139832,18,8,9,0,199,1.0,1,4.84,8.47,2,6
충청남도,천안시,두정상가1길,충청남도천안시서북구두정동1815,838020,36.832395,127.138994,47,10,11,0,216,0.0,0,4.01,2.18,1,5
충청남도,천안시,두정상가1길,충청남도천안시서북구두정동1811,838019,36.833029,127.139193,28,11,9,0,216,0.0,2,3.96,2.22,1,5
충청남도,천안시,원두정6길,충청남도천안시서북구두정동1800,838018,36.832367,127.137858,85,10,11,0,0,0.0,1,4.05,3.18,1,5
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838017,36.832447,127.1385688,23,10,11,0,0,0.0,1,6.21,3.57,1,5
충청남도,천안시,두정상가8길,충청남도천안시서북구두정동1812,838016,36.832543,127.138424,22,10,11,0,180,0.0,1,6.14,6.19,2,5
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838015,36.832689,127.138106,65,10,11,0,0,0.0,1,8.01,26.44,6,4
충청남도,천안시,쌍용대로,충청남도천안시서북구두정동1800,838014,36.832702,127.137891,76,10,11,0,2275,0.0,1,7.95,3.21,1,5
충청남도,천안시,두정로,충청남도천안시서북구두정동1810,838013,36.833644,127.139848,28,11,8,0,2171,0.0,2,8.32,15.35,5,4
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838012,36.833585,127.138366,114,11,9,0,0,0.0,1,7.8,5.07,1,5
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1800,838011,36.833581,127.138119,126,11,9,0,0,0.0,1,8.03,26.66,4,7
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1810,838010,36.833735,127.138597,100,11,9,0,0,0.0,1,7.21,17.95,5,7
충청남도,천안시,두정로,충청남도천안시서북구두정동1791,838009,36.833737,127.137887,136,11,9,0,2171,0.0,1,6.14,19.11,5,7
충청남도,천안시,두정중8길,충청남도천안시서북구두정동1801,838008,36.833916,127.1385688,99,11,9,0,0,0.0,1,8.04,26.54,4,7
충청남도,천안시,두정로,충청남도천안시서북구두정동1800,838007,36.833921,127.137971,128,11,9,0,2171,0.0,1,7.87,3.21,1,7
충청남도,천안시,두정로,충청남도천안시서북구두정동1800,838006,36.834457,127.138015,21,11,9,0,2171,0.0,2,3.85,3.19,1,5
충청남도,천안시,부성4길,충청남도천안시서북구두정동1789,838005,36.834578,127.137955,21,11,9,0,0,0.0,2,3.98,5.54,2,5
충청남도,천안시,부성4길,충청남도천안시서북구두정동1800,838004,36.834705,127.1376774,21,11,9,0,0,0.0,2,4.0,3.15,1,5
충청남도,천안시,원두정2길,충청남도천안시서북구두정동1791,838003,36.833696,127.135793,195,9,9,0,0,1.0,2,3.95,8.71,2,7
충청남도,천안시,부성1길,충청남도천안시서북구두정동1791,838002,36.833794,127.135916,183,9,9,0,0,1.0,2,8.16,14.28,5,7
충청남도,천안시,부성1길,충청남도천안시서북구두정동1791,838001,36.83363235,127.135808,196,9,9,0,0,1.0,2,3.97,9.37,2,7
충청남도,천안시,서부대로,충청남도천안시서북구성정동1538,837026,36.830221,127.133271,89,10,11,0,3014,2.0,3,5.94,18.1,6,7
충청남도,천안시,오성로,충청남도천안시서북구두정동1799,837025,36.83056663,127.1335323,101,10,11,0,764,2.0,3,6.06,15.39,5,7
충청남도,천안시,오성로,충청남도천안시서북구두정동1782,837024,36.830397,127.133105,72,10,11,0,764,2.0,3,6.18,13.62,4,6
충청남도,천안시,오성로,충청남도천안시서북구두정동1782,837023,36.830586,127.133255,75,9,11,0,764,2.0,3,5.91,18.2,6,6
충청남도,천안시,늘푸른6길,충청남도천안시서북구두정동1776,837022,36.830339,127.130993,20,9,10,0,1452,1.0,0,4.7,5.62,2,6
충청남도,천안시,오성로,충청남도천안시서북구두정동1775,837021,36.830431,127.131131,13,9,10,0,764,1.0,0,7.98,12.9,4,6
충청남도,천안시,오성로,충청남도천안시서북구두정동1775,837020,36.830438,127.130888,24,9,10,0,764,1.0,0,7.99,12.51,4,6
충청남도,천안시,오성3길,충청남도천안시서북구두정동1766,837019,36.830533,127.131032,16,9,10,0,0,1.0,0,4.37,6.31,2,6
충청남도,천안시,오성3길,충청남도천안시서북구두정동1766,837018,36.83219595,127.131048,4,9,9,0,0,0.0,0,3.96,5.69,2,5
충청남도,천안시,오성4길,충청남도천안시서북구두정동1772,837017,36.830899,127.131131,14,9,10,0,0,1.0,0,3.94,7.18,2,6
충청남도,천안시,오성5길,충청남도천안시서북구두정동1773,837016,36.830904,127.130966,14,9,10,0,0,1.0,0,4.14,6.62,2,6
충청남도,천안시,오성3길,충청남도천안시서북구두정동1766,837015,36.830968,127.131059,14,9,10,0,0,1.0,0,3.95,6.23,2,6
충청남도,천안시,오성3길,충청남도천안시서북구두정동1766,837014,36.831435,127.131086,14,9,10,0,0,1.0,0,3.98,5.81,2,6
충청남도,천안시,오성6길,충청남도천안시서북구두정동1766,837013,36.831869,127.131033,10,9,10,0,0,0.0,0,3.97,6.16,2,5
충청남도,천안시,오성6길,충청남도천안시서북구두정동1766,837012,36.831899,127.1305882,22,9,9,0,0,0.0,0,2.02,6.25,2,5
충청남도,천안시,오성로,충청남도천안시서북구두정동1782,837011,36.833618,127.133496,175,10,9,0,764,0.0,3,6.14,17.88,6,7
